code,topic,mean,std,pct_agree,pct_disagree,pct_neutral,statement,topic_name,polarisation
E14,E,1.528735632183908,0.6961535593058392,93.10344827586206,2.2988505747126435,4.597701149425287,Strong collaborations between universities and industry improve student education.,Education,0.6961535593058392
E15,E,1.7126436781609196,0.5036620770293079,97.70114942528735,0.0,2.2988505747126435,Continuous learning and skill development are essential throughout one's career.,Education,0.5036620770293079
S01,S,1.2758620689655173,0.8981849290654574,88.50574712643679,5.747126436781609,5.747126436781609,Every individual has a responsibility to contribute positively to society.,Society & Ethics,0.8981849290654574
S02,S,0.8390804597701149,1.055148652796117,72.41379310344827,11.494252873563218,16.091954022988507,Universities should encourage students to participate in community service activities.,Society & Ethics,1.055148652796117
S03,S,1.264367816091954,0.8688373695727558,87.35632183908046,5.747126436781609,6.896551724137931,New technologies should be evaluated for their societal impact before widespread deployment.,Society & Ethics,0.8688373695727558
S04,S,1.1494252873563218,0.9945050847226277,80.45977011494253,8.045977011494253,11.494252873563218,Technology companies should be accountable for unethical use of their platforms.,Society & Ethics,0.9945050847226277
S05,S,1.632183908045977,0.5928830334610233,94.25287356321839,0.0,5.747126436781609,Individuals should have greater control over how their personal data are collected and used.,Society & Ethics,0.5928830334610233
S06,S,1.3908045977011494,0.8120648650784581,90.80459770114942,2.2988505747126435,6.896551724137931,"Combating online misinformation requires shared responsibility among users, platforms, and governments.",Society & Ethics,0.8120648650784581
S07,S,1.4367816091954022,0.7880082254512168,88.50574712643679,3.4482758620689653,8.045977011494253,Equal opportunities should be prioritized regardless of a person's background.,Society & Ethics,0.7880082254512168
S08,S,0.9195402298850575,1.0025362117753536,66.66666666666666,6.896551724137931,26.436781609195403,Diverse teams generally make better decisions than homogeneous teams.,Society & Ethics,1.0025362117753536
S09,S,1.4827586206896552,0.587902637199377,95.40229885057471,0.0,4.597701149425287,Universities should promote an inclusive environment where different viewpoints can be discussed respectfully.,Society & Ethics,0.587902637199377
S10,S,1.2413793103448276,0.7147209122151515,86.20689655172413,1.1494252873563218,12.643678160919542,Scientific evidence should play an important role in public policy decisions.,Society & Ethics,0.7147209122151515
S11,S,1.5517241379310345,0.6053755453618963,96.55172413793103,1.1494252873563218,2.2988505747126435,People should be free to express differing opinions as long as they do not promote harm or discrimination.,Society & Ethics,0.6053755453618963
S12,S,1.2528735632183907,0.7808521106532109,86.20689655172413,3.4482758620689653,10.344827586206897,Young people should actively participate in addressing societal challenges.,Society & Ethics,0.7808521106532109
S13,S,1.264367816091954,0.7227172581523301,86.20689655172413,1.1494252873563218,12.643678160919542,Critical evaluation of online information should be taught as a core educational skill.,Society & Ethics,0.7227172581523301
S14,S,1.2873563218390804,0.7298940027698111,86.20689655172413,1.1494252873563218,12.643678160919542,Leaders should prioritize ethical decision-making even when it reduces short-term gains.,Society & Ethics,0.7298940027698111
S15,S,1.2413793103448276,0.8621972639092182,86.20689655172413,3.4482758620689653,10.344827586206897,Building public trust is essential for responsible adoption of emerging technologies.,Society & Ethics,0.8621972639092182
V01,V,1.528735632183908,0.62578472522125,93.10344827586206,0.0,6.896551724137931,Climate change requires immediate global action.,Environment,0.62578472522125
V02,V,1.4482758620689655,0.7275096209649959,91.95402298850574,1.1494252873563218,6.896551724137931,Governments should prioritize investment in renewable energy over fossil fuels.,Environment,0.7275096209649959
V03,V,0.9655172413793104,0.9206705829848679,73.5632183908046,6.896551724137931,19.54022988505747,Individuals should actively reduce their personal energy consumption.,Environment,0.9206705829848679
V04,V,1.3908045977011494,0.721050942287689,88.50574712643679,1.1494252873563218,10.344827586206897,Public transportation and non-motorized transport should be promoted even if they require additional public investment.,Environment,0.721050942287689
V05,V,1.3793103448275863,0.7959399783135577,90.80459770114942,3.4482758620689653,5.747126436781609,Single-use plastics should be significantly restricted.,Environment,0.7959399783135577
V06,V,1.528735632183908,0.587447780158593,95.40229885057471,0.0,4.597701149425287,"Water conservation should be a priority in households, institutions, and industries.",Environment,0.587447780158593
V07,V,1.5057471264367817,0.6798351923810552,94.25287356321839,2.2988505747126435,3.4482758620689653,Protecting biodiversity is essential for long-term human well-being.,Environment,0.6798351923810552
V08,V,1.2873563218390804,0.7298940027698111,88.50574712643679,2.2988505747126435,9.195402298850574,Universities should adopt environmentally sustainable campus practices even if implementation costs increase.,Environment,0.7298940027698111
V09,V,1.6091954022988506,0.7047401275792914,94.25287356321839,3.4482758620689653,2.2988505747126435,"Products should be designed to encourage reuse, repair, and recycling.",Environment,0.7047401275792914
V10,V,1.0344827586206897,0.8551931083715858,75.86206896551724,3.4482758620689653,20.689655172413794,Consumers should consider environmental impact when purchasing products.,Environment,0.8551931083715858
V11,V,1.3103448275862069,0.6872653058619648,89.65517241379311,1.1494252873563218,9.195402298850574,Technological innovation is essential for addressing environmental challenges.,Environment,0.6872653058619648
V12,V,1.1149425287356323,0.9076584666092665,82.75862068965517,5.747126436781609,11.494252873563218,Environmental sustainability should be integrated into higher education curricula.,Environment,0.9076584666092665
V13,V,1.6781609195402298,0.5601962462110149,97.70114942528735,1.1494252873563218,1.1494252873563218,Companies should be held accountable for the environmental impacts of their activities.,Environment,0.5601962462110149
V14,V,1.5632183908045978,0.641603177826747,94.25287356321839,1.1494252873563218,4.597701149425287,International cooperation is necessary to effectively address environmental challenges.,Environment,0.641603177826747
V15,V,1.5172413793103448,0.6262117363423965,95.40229885057471,1.1494252873563218,3.4482758620689653,Current generations have a responsibility to protect natural resources for future generations.,Environment,0.6262117363423965
